JS_ID,Com_ID,WE_Role,Proficiency,Domain
94274,56146,Sales Manager,Digital Marketing,Business
94274,56146,Sales Manager,Public Speaking,Communication
26910,71737,Technical Support Specialist,Data Analysis,Statistics
26910,71737,Technical Support Specialist,Problem Solving,Mathematics
26910,71737,Technical Support Specialist,Project Management,Business
26910,71737,Technical Support Specialist,Public Speaking,Communication
26910,93307,Graphic Designer,Marketing,Business
26910,93307,Graphic Designer,Creative Writing,Literature
26910,93307,Graphic Designer,Project Management,Business
26910,93307,Graphic Designer,Digital Marketing,Business
26910,93307,Graphic Designer,Programming,Computer Science
26910,40315,Data Scientist,Graphic Design,Design
26910,40315,Data Scientist,Marketing,Business
26910,40315,Data Scientist,Web Development,Computer Science
67314,8786,Cybersecurity Analyst,Data Analysis,Statistics
67314,8786,Cybersecurity Analyst,Problem Solving,Mathematics
67314,46976,Lawyer,Web Development,Computer Science
67314,46976,Lawyer,Creative Writing,Literature
67314,46976,Lawyer,Programming,Computer Science
67314,18207,IT Security Analyst,Marketing,Business
67314,18207,IT Security Analyst,Project Management,Business
67314,89657,Human Resources Manager,Programming,Computer Science
90013,22899,Financial Auditor,Problem Solving,Mathematics
90013,22899,Financial Auditor,Digital Marketing,Business
90013,22899,Financial Auditor,Graphic Design,Design
98099,55853,Project Manager,Web Development,Computer Science
98099,8321,IT Security Analyst,Digital Marketing,Business
98099,8321,IT Security Analyst,Marketing,Business
98099,8321,IT Security Analyst,Creative Writing,Literature
98099,8321,IT Security Analyst,Programming,Computer Science
98099,56188,Market Research Analyst,Problem Solving,Mathematics
98099,56188,Market Research Analyst,Graphic Design,Design
98099,56188,Market Research Analyst,Public Speaking,Communication
98099,56188,Market Research Analyst,Web Development,Computer Science
98099,27355,Financial Analyst,Data Analysis,Statistics
98099,27355,Financial Analyst,Digital Marketing,Business
98099,27355,Financial Analyst,Programming,Computer Science
98099,40315,Physical Therapy Assistant,Marketing,Business
82485,12548,Retail Manager,Data Analysis,Statistics
82485,12548,Retail Manager,Graphic Design,Design
82485,12548,Retail Manager,Web Development,Computer Science
82485,61483,Data Analyst,Digital Marketing,Business
21505,46976,Medical Records Clerk,Data Analysis,Statistics
21505,46976,Medical Records Clerk,Programming,Computer Science
21505,46976,Medical Records Clerk,Project Management,Business
21505,46976,Medical Records Clerk,Web Development,Computer Science
21505,34187,Speech-Language Pathologist,Digital Marketing,Business
21505,17694,Product Marketing Manager,Graphic Design,Design
21505,17694,Product Marketing Manager,Data Analysis,Statistics
21505,17694,Product Marketing Manager,Project Management,Business
21505,17694,Product Marketing Manager,Web Development,Computer Science
21505,17694,Product Marketing Manager,Digital Marketing,Business
21505,70864,Technical Support Specialist,Problem Solving,Mathematics
57879,30679,Event Manager,Project Management,Business
57879,30679,Event Manager,Web Development,Computer Science
57879,44556,Sales Support Specialist,Data Analysis,Statistics
57879,44556,Sales Support Specialist,Web Development,Computer Science
43140,56550,Occupational Therapist Assistant,Creative Writing,Literature
43140,1539,Account Coordinator,Problem Solving,Mathematics
43140,1539,Account Coordinator,Public Speaking,Communication
43140,1539,Account Coordinator,Web Development,Computer Science
59734,82461,Financial Analyst,Data Analysis,Statistics
59734,82461,Financial Analyst,Digital Marketing,Business
59734,82461,Financial Analyst,Programming,Computer Science
59734,74230,Account Coordinator,Problem Solving,Mathematics
59734,74230,Account Coordinator,Digital Marketing,Business
59734,74230,Account Coordinator,Marketing,Business
59734,91043,Medical Office Manager,Data Analysis,Statistics
59734,91043,Medical Office Manager,Creative Writing,Literature
59734,91043,Medical Office Manager,Problem Solving,Mathematics
59734,91043,Medical Office Manager,Project Management,Business
59734,91043,Medical Office Manager,Public Speaking,Communication
59734,97295,Physical Therapy Assistant,Problem Solving,Mathematics
59734,97295,Physical Therapy Assistant,Graphic Design,Design
59734,97295,Physical Therapy Assistant,Creative Writing,Literature
4341,12977,Architect,Data Analysis,Statistics
4341,12977,Architect,Programming,Computer Science
4341,12977,Architect,Public Speaking,Communication
4341,12977,Architect,Web Development,Computer Science
4341,23465,Cybersecurity Engineer,Problem Solving,Mathematics
4341,3758,Financial Analyst,Data Analysis,Statistics
4341,3758,Financial Analyst,Digital Marketing,Business
4341,3758,Financial Analyst,Creative Writing,Literature
14787,31445,Social Media Manager,Data Analysis,Statistics
14787,31445,Social Media Manager,Problem Solving,Mathematics
14787,31445,Social Media Manager,Marketing,Business
14787,31445,Social Media Manager,Web Development,Computer Science
14787,50379,Research Scientist,Digital Marketing,Business
14787,21063,HR Generalist,Problem Solving,Mathematics
14787,21063,HR Generalist,Graphic Design,Design
83487,34502,Product Manager,Web Development,Computer Science
83487,34502,Product Manager,Marketing,Business
83487,34502,Product Manager,Programming,Computer Science
83487,1695,Investment Advisor,Data Analysis,Statistics
83487,1695,Investment Advisor,Public Speaking,Communication
60352,22899,Financial Planner,Marketing,Business
60352,22899,Financial Planner,Creative Writing,Literature
60352,22899,Financial Planner,Web Development,Computer Science
60352,91301,IT Project Manager,Data Analysis,Statistics
60352,91301,IT Project Manager,Public Speaking,Communication
60352,91301,IT Project Manager,Programming,Computer Science
60352,30099,Market Research Manager,Graphic Design,Design
60352,30099,Market Research Manager,Data Analysis,Statistics
60352,30099,Market Research Manager,Marketing,Business
60352,30099,Market Research Manager,Problem Solving,Mathematics
60352,30099,Market Research Manager,Web Development,Computer Science
49888,78538,IT Security Specialist,Data Analysis,Statistics
49888,78538,IT Security Specialist,Problem Solving,Mathematics
49888,78538,IT Security Specialist,Digital Marketing,Business
49888,78538,IT Security Specialist,Public Speaking,Communication
49888,78538,IT Security Specialist,Programming,Computer Science
49888,56949,Content Writer,Public Speaking,Communication
49888,50605,Operations Supervisor,Data Analysis,Statistics
49888,50605,Operations Supervisor,Marketing,Business
49888,50605,Operations Supervisor,Creative Writing,Literature
49888,50605,Operations Supervisor,Programming,Computer Science
49888,34910,HR Director,Graphic Design,Design
49888,34910,HR Director,Data Analysis,Statistics
49888,34910,HR Director,Marketing,Business
49888,34910,HR Director,Digital Marketing,Business
49888,34910,HR Director,Programming,Computer Science
49888,14622,IT Security Analyst,Problem Solving,Mathematics
49888,14622,IT Security Analyst,Project Management,Business
49888,14622,IT Security Analyst,Public Speaking,Communication
52279,14622,Financial Risk Analyst,Project Management,Business
52279,54618,Insurance Claims Adjuster,Graphic Design,Design
52279,54618,Insurance Claims Adjuster,Public Speaking,Communication
52279,54618,Insurance Claims Adjuster,Programming,Computer Science
52279,5692,Digital Marketing Specialist,Data Analysis,Statistics
52279,5692,Digital Marketing Specialist,Project Management,Business
52279,5692,Digital Marketing Specialist,Web Development,Computer Science
52279,5692,Digital Marketing Specialist,Public Speaking,Communication
52279,5692,Digital Marketing Specialist,Programming,Computer Science
52448,91301,Logistics Manager,Marketing,Business
52448,5413,Software Tester,Digital Marketing,Business
52448,5413,Software Tester,Graphic Design,Design
52448,48079,Business Development Coordinator,Graphic Design,Design
52448,48079,Business Development Coordinator,Public Speaking,Communication
52448,48079,Business Development Coordinator,Creative Writing,Literature
52448,48079,Business Development Coordinator,Programming,Computer Science
99894,61483,Lawyer,Project Management,Business
49356,80666,Account Coordinator,Data Analysis,Statistics
49356,80666,Account Coordinator,Marketing,Business
49356,80666,Account Coordinator,Creative Writing,Literature
49356,80666,Account Coordinator,Web Development,Computer Science
11203,94529,Regulatory Affairs Specialist,Data Analysis,Statistics
11203,94529,Regulatory Affairs Specialist,Web Development,Computer Science
11203,30000,Environmental Engineer,Data Analysis,Statistics
11203,30000,Environmental Engineer,Digital Marketing,Business
11203,30000,Environmental Engineer,Programming,Computer Science
47006,1695,Business Development Coordinator,Problem Solving,Mathematics
47006,1695,Business Development Coordinator,Web Development,Computer Science
47006,78538,HR Recruiter,Digital Marketing,Business
47006,78538,HR Recruiter,Project Management,Business
47006,78538,HR Recruiter,Creative Writing,Literature
47006,78538,HR Recruiter,Programming,Computer Science
47721,5991,Financial Analyst,Digital Marketing,Business
47721,5991,Financial Analyst,Public Speaking,Communication
47721,12548,Graphic Designer,Project Management,Business
47721,12548,Graphic Designer,Creative Writing,Literature
47721,12548,Graphic Designer,Web Development,Computer Science
47721,47708,IT Security Specialist,Digital Marketing,Business
47721,47708,IT Security Specialist,Creative Writing,Literature
47721,34502,Marketing Communications Manager,Project Management,Business
47721,34502,Marketing Communications Manager,Creative Writing,Literature
47721,98956,User Interface Designer,Creative Writing,Literature
6334,52530,Digital Content Creator,Data Analysis,Statistics
6334,52530,Digital Content Creator,Problem Solving,Mathematics
6334,52530,Digital Content Creator,Digital Marketing,Business
6334,70864,Research Assistant,Web Development,Computer Science
6334,31001,Teacher,Problem Solving,Mathematics
6334,31001,Teacher,Marketing,Business
6334,31001,Teacher,Project Management,Business
6334,5991,Legal Assistant,Digital Marketing,Business
6334,5991,Legal Assistant,Project Management,Business
6334,59276,Dental Assistant,Graphic Design,Design
6334,59276,Dental Assistant,Digital Marketing,Business
6334,59276,Dental Assistant,Project Management,Business
6334,59276,Dental Assistant,Creative Writing,Literature
5644,6045,Environmental Engineer,Project Management,Business
5644,6045,Environmental Engineer,Creative Writing,Literature
5644,70386,Investment Analyst,Data Analysis,Statistics
5644,70386,Investment Analyst,Programming,Computer Science
5644,70386,Investment Analyst,Creative Writing,Literature
5644,70386,Investment Analyst,Web Development,Computer Science
5644,119,Recruiting Coordinator,Data Analysis,Statistics
5644,119,Recruiting Coordinator,Programming,Computer Science
4420,72160,Public Relations Manager,Project Management,Business
4420,15205,Administrative Assistant,Problem Solving,Mathematics
4420,15205,Administrative Assistant,Marketing,Business
4420,44013,Nurse Manager,Web Development,Computer Science
4420,47993,Health Educator,Digital Marketing,Business
4420,47993,Health Educator,Project Management,Business
92094,19218,Customer Success Manager,Data Analysis,Statistics
92094,19218,Customer Success Manager,Graphic Design,Design
92094,19218,Customer Success Manager,Web Development,Computer Science
92094,13227,Market Research Assistant,Problem Solving,Mathematics
92094,13227,Market Research Assistant,Digital Marketing,Business
92094,13227,Market Research Assistant,Public Speaking,Communication
92094,13227,Market Research Assistant,Creative Writing,Literature
92094,98856,Medical Billing Specialist,Data Analysis,Statistics
